label,pca_x,pca_y,tsne_x,tsne_y
1,65.34005737,-122.35514832,18.78841400,13.38028812
0,-42.14604950,-27.08833122,-15.39676762,24.23176765
0,30.96563148,-24.59412193,13.15210056,-4.08944130
0,34.73008728,-25.48994637,14.62206745,-5.11074924
0,35.16210175,-26.63863945,14.73182011,-5.18434429
0,-58.99456406,-0.57530499,-16.28129768,7.68749475
0,-54.92985153,7.52523661,-1.09167516,-5.17078829
0,-53.07770157,21.56537628,-17.10485458,-10.07698250
0,-75.15429688,23.05006790,-16.60884857,-21.20108986
0,31.51513100,79.32037354,-8.28612804,13.30557251
0,125.08744812,120.38892365,0.34417638,-30.29298973
0,110.82358551,112.59379578,0.14365543,-30.26214409
0,65.25012207,93.76457977,-5.03133774,-33.10363007
0,-76.21236420,-6.67785501,-20.30937958,18.54068375
0,-50.21741104,-3.63512182,-8.72673607,0.84074885
0,-57.89043045,-4.23291588,-9.84226799,1.28499067
0,-60.28889465,-5.23255539,-4.58427477,-1.48245060
0,12.78824043,197.41572571,-5.82558012,12.18809414
0,128.99896240,299.42358398,1.85583627,-34.53403473
0,116.39258575,284.05160522,0.58398414,-34.65425873
0,73.22703552,246.15051270,-1.80860507,-34.60013199
0,96.52717590,-13.86427689,-10.38490009,34.96343231
0,166.48081970,-0.52102298,35.97978210,2.46865249
0,143.71641541,-3.10174823,32.99437714,-1.15096664
0,89.55041504,-2.33468819,28.72186661,-3.58624268
0,54.11223221,173.37464905,-6.62234592,12.97099972
0,124.04460907,233.77946472,1.53022444,-33.23797607
0,102.16831970,211.57369995,-1.05902600,-33.61816025
0,48.10765457,168.94781494,-3.64578080,-34.20948029
0,-29.63870430,-23.64519119,-3.13644433,24.95852280
0,-0.58556753,-25.57281685,16.10129166,-14.69630718
0,20.57130814,-0.64646095,16.05462456,-23.36305618
0,-2.31143165,10.78596592,-17.84313011,-28.22744751
1,57.96473312,-39.94068146,-0.79969746,29.86845589
1,35.39537811,-26.75259590,17.59421730,-15.90247536
1,44.33520508,-21.44231224,21.48896217,-19.83674431
1,11.02894878,-14.39193439,-15.58241367,-29.58025932
0,-63.78540421,24.61733818,-16.09403038,17.49031258
0,-34.95228577,42.37267303,-3.69352674,-7.88730001
0,-44.52773666,47.53201675,-4.32191563,-12.67006683
0,-44.41313553,48.59788132,-2.48098183,-11.23433113
0,-40.65892792,13.35286331,-15.76423740,21.02202797
0,5.61974669,11.88144112,6.45865774,-4.67864847
0,-1.19311070,21.76394844,-11.84961510,-16.87291908
0,-26.60984039,27.15056801,-13.13352299,-17.58860016
0,-79.44416046,1.32855403,-16.76130867,20.47229767
0,-66.51651764,-13.52210331,-17.17528152,2.28296566
0,-78.22370148,-13.26984215,-19.69935608,-0.91649461
0,-76.62543488,-12.11117649,-19.67537880,-0.92358124
0,16.69737816,-5.69030380,-4.39920616,26.77042007
