label,pca_x,pca_y,tsne_x,tsne_y
0,-80.20619965,18.57088661,-11.82032871,-2.58978963
0,-79.79675293,19.36576271,-9.48998642,-3.11141944
0,-79.19917297,20.01223183,-12.00683403,-1.97545111
1,57.64316559,-52.47262192,-0.92102265,29.85741043
1,38.13146210,-39.78885269,18.26545715,-16.26891899
1,54.09955597,-39.53049088,21.61973000,-19.75607872
1,24.93382645,-32.19860077,-15.03880310,-30.08378410
0,-46.50687027,-64.77912140,-16.87413979,26.86032104
0,10.26058674,-73.60350800,15.66609859,9.81885624
0,19.75347519,-76.17574310,16.83200073,8.84067345
0,22.58517075,-76.68788147,14.64412498,8.15866375
0,-92.90335846,17.42619514,-20.15785789,16.60079956
0,-61.05302048,24.70304108,-8.09721661,-1.61969101
0,-60.13525772,24.86766815,-7.84383011,-1.78473771
0,-59.59320450,25.77483368,-11.67889118,-0.16562553
1,-5.61849499,-7.06120586,-5.76614618,23.42213249
1,-1.07707202,6.31662846,10.76236153,-19.27626610
1,-6.90724564,13.47372627,11.24805450,-16.47037888
1,-7.28494692,12.97675514,11.02815247,-19.30327988
0,-24.50220680,11.62116051,-12.47428799,20.12385178
0,2.52137685,6.91116238,7.00492001,-2.65714645
0,-22.54334068,2.62487483,-12.68063259,-18.05516052
0,-54.04993820,-2.27148128,-14.33503342,-17.92455292
0,20.83598900,-29.18556786,-6.66926241,29.41557693
0,26.53388214,-34.54716873,13.70754242,-10.00201702
0,-5.65565777,-26.86639595,13.84185886,-11.54502773
0,-5.94662428,-27.06387711,13.84059525,-11.51454163
1,-66.00089264,43.59384918,-14.31190968,14.73181820
1,-32.24849701,55.72724533,-2.60590005,-14.16619682
1,-30.05585098,56.63981628,-1.54295564,-14.10976696
1,-30.46103287,53.58854294,-0.79412103,-13.56878567
1,69.16705322,-41.76581192,-4.35437155,31.04282379
1,98.57246399,-43.46178055,25.05188560,-14.46820927
1,113.26560974,-33.34331894,25.34836960,-15.07274437
1,73.80296326,-22.17746544,-17.96055222,-31.76388931
1,-18.04041672,-84.01271820,-19.04818344,29.65274048
1,124.16939545,-121.11661530,28.03873825,14.20112705
1,130.83108521,-122.20381927,27.42541504,13.93176365
1,113.96269226,-112.89427948,26.83504486,13.71543026
1,-79.18270111,-1.62042034,-18.18410110,17.56027794
1,-44.11531067,4.03510904,2.65040541,-9.00949192
1,-46.72874451,0.88472146,2.55832052,-8.27352715
1,-48.15731430,-0.42730144,5.32865810,-11.66652870
1,50.63543320,-105.24244690,-12.51065922,32.31183624
1,119.25169373,-109.35215759,29.23847008,11.61510468
1,115.26260376,-103.60746002,27.40284729,11.45610046
1,118.30893707,-103.87819672,29.95249748,11.60173416
0,-118.74661255,4.55543089,-23.55203438,15.16779613
0,-82.35487366,14.76317120,-11.16738224,-2.22127843
0,-81.04178619,12.92672729,-9.68090725,-4.86708975
0,-82.07583618,12.56092644,-13.02621174,-2.28018665
0,57.68031311,-15.57941151,-7.36802006,31.66180611
0,118.87060547,-12.36130047,31.24145699,6.49026251
0,98.09853363,-9.50627613,28.69324684,1.81761312
0,48.99351120,-8.40252686,25.23451805,-4.35724783
0,-7.81541634,112.84243011,-8.74746895,11.05871868
0,28.85624313,137.89381409,-2.79081178,-30.30198669
0,-3.53814697,104.94903564,-4.73643160,-30.93272972
0,-44.63518143,75.81813049,-6.62626886,-30.79619980
0,-103.84805298,14.86590385,-20.79891205,14.91246891
0,-59.85189819,36.28515244,-9.21498966,-8.88553524
0,-49.47304535,40.98937607,-8.00524235,-9.30036354
0,-44.75569916,43.77191925,-10.05349541,-10.02996731
1,-20.53272438,-30.36030579,-5.19549179,25.35673523
1,28.13782883,-16.33478546,16.15310860,-16.16609001
1,23.47397041,-14.27184868,18.66135216,-14.99397850
1,23.32986450,-11.89788914,15.12112617,-16.43996239
1,72.07171631,58.07726669,-12.56088352,36.47052383
1,215.77366638,77.40513611,38.21029663,-2.13149357
1,222.14314270,67.39717102,37.19503784,-1.42135870
1,188.03538513,65.57905579,36.19881058,-1.85210550
0,-42.45410538,39.82921600,-11.65023232,17.79399109
0,-15.67372227,55.01916504,-7.84496355,-12.04238033
0,-39.69763947,44.69962311,-11.81881332,-20.66167450
0,-70.33633423,26.37221909,-15.70077991,-18.09342384
0,-118.13632965,69.82333374,-31.78653336,0.23960194
0,-48.17029572,70.15294647,-11.94044495,-12.28143120
0,-22.91369438,66.16883087,-7.37815809,-14.54458141
0,-48.52115250,59.75386047,-12.79222107,-21.60440826
0,-122.19892883,4.04350805,-24.49986267,10.69733524
0,-96.94292450,4.64790201,-21.47809792,2.47783685
0,-99.08710480,4.40813398,-22.57279015,1.41896319
0,-98.82629395,4.67274904,-21.22801018,3.40955257
1,0.56985867,-50.19369125,-7.88237143,26.91980934
1,17.43505669,-28.82161331,14.03434277,-14.95996857
1,5.31413412,-22.71956253,14.48092461,-15.09539795
1,3.90271211,-22.22671509,14.80940247,-15.36611462
0,-12.83515167,-49.28239441,-14.90740108,29.84091568
0,66.87339783,-50.95738983,28.38688278,5.96739388
0,77.50937653,-49.98759460,28.21543312,8.06589603
0,80.25679779,-49.17360306,25.37227058,6.77668619
0,21.32167053,2.31525016,-2.62473607,26.63799477
0,23.57932281,-8.67135334,16.35085487,-13.95118046
0,32.67096329,11.65729141,15.95289040,-23.34352112
0,8.37631035,25.14215660,-18.44672012,-27.54138756
1,132.37693787,-14.82832527,-9.58534622,37.49748611
1,228.40275574,-14.26928425,37.95401001,0.17556866
1,209.58219910,-18.50220490,34.59210968,0.25860095
1,156.07104492,-12.81676769,30.48383522,-1.89957952
0,-97.28327942,1.72248328,-20.95949745,15.67080593
0,-63.85646439,7.26922226,-10.90943146,-0.57276922
0,-60.33432388,6.62809849,-10.13432121,-0.26861104
0,-58.26921082,6.54566097,-4.31692219,-3.02492356
0,-73.94611359,41.37199020,-16.69021225,14.24479771
0,-50.12078857,52.84341812,-10.77352810,-7.53819656
0,-65.72148895,45.60782242,-12.15180016,-19.87350273
0,-89.57943726,30.94468117,-15.60385609,-18.66691017
0,65.94922638,109.48699188,-4.88788319,15.76518250
0,156.37751770,133.37858582,0.79949802,-25.38927841
0,124.79988861,107.16598511,-1.43006539,-25.76931000
0,69.95128632,92.12896729,-7.75361109,-25.93292999
0,-159.11535645,30.07077217,-30.28055191,0.64841521
0,-134.89884949,31.87219238,-29.04522705,-0.45554936
0,-134.63658142,31.24525833,-29.02699471,-0.42820689
0,-134.12686157,32.54224014,-28.70430183,-0.78443074
0,-115.71385956,13.43899155,-22.64847946,15.13393497
0,-81.98350525,31.23865509,-11.20783710,-4.10609245
0,-76.45133209,28.90577888,-10.27802563,-4.29276514
0,-75.43932343,27.52119255,-10.67888832,-3.24056029
0,-54.98499680,71.60531616,-15.79187584,15.45187187
0,3.75477815,104.53450775,-8.45854568,-15.50309944
0,1.65574825,105.10028839,-7.87220192,-14.98274803
0,-27.92157364,89.69997406,-12.55204868,-22.06607628
0,-60.47478485,-7.71925640,-22.83993149,20.01693916
0,66.55464172,-0.58573568,26.10743713,3.93338013
0,83.92391968,-8.33250046,26.26218033,3.08984852
0,72.04687500,-5.69810295,26.42546082,2.62352085
0,-21.83890915,-44.60980225,-15.63759041,27.38729286
0,42.70005798,-47.41635895,18.61725998,5.53890228
0,44.98856735,-52.05903625,16.80979156,6.17409182
0,45.02896500,-53.06431198,19.02526665,6.28066206
1,3.87398410,-65.80387878,-13.45119095,29.98974419
1,84.64112091,-76.10894012,25.61201668,10.38587093
1,86.19635773,-79.06361389,26.77747917,8.55973244
1,84.39593506,-78.89762115,25.43252754,10.42831612
1,-5.18733168,-100.22533417,-16.63730621,30.77911377
1,40.95512772,-110.25781250,19.22127533,11.97183990
1,42.00050735,-106.81508636,21.74053955,9.15805912
1,44.52200317,-106.92236328,21.47317696,9.80914783
0,-33.28076553,14.50973415,-6.96667242,20.89105606
0,-18.76967239,28.10554314,7.29983139,-17.80109596
0,-7.26028347,38.69811630,4.76341677,-17.15242195
0,-26.94988632,41.51824570,-15.75064468,-25.22004890
0,96.32498932,60.03734207,-5.55681705,16.42344666
0,202.39198303,90.17910767,38.10893250,-3.01934409
0,177.26202393,71.11230469,35.54268265,-3.04184270
0,121.32469177,63.02247620,30.80869484,-4.58215809
1,17.62058067,-26.11426735,-14.93256855,30.55611801
1,115.73505402,-33.03741837,28.91704559,6.14651823
1,124.00489807,-37.74458694,28.89394951,7.72610378
1,125.42401886,-38.51953506,29.80895805,6.93855381
1,-44.56779480,-44.41001129,-18.74653053,25.21542358
1,-2.36095047,-47.21268845,6.95797157,4.06137943
1,-7.85399294,-43.23619461,6.84293842,6.32103586
1,-8.32498741,-41.98094559,1.90127134,1.61435938
1,59.33970261,-92.84686279,-12.05563068,32.87341309
1,136.95077515,-115.40171051,26.44042397,15.20019245
1,119.71724701,-106.33509827,25.84049225,14.05222321
1,77.02667236,-88.93171692,25.14596558,-1.20537996
0,-47.53031540,104.97059631,-8.87904644,11.33253384
0,36.23305511,134.81347656,-2.78396916,-30.35840416
0,17.48026848,115.78863525,-4.11078167,-30.80603027
0,-20.55110931,89.01673126,-6.32591677,-30.90526199
1,49.06933212,-39.63584137,-2.65310478,29.95905495
1,54.27581787,-33.36870956,22.45714760,-15.65913773
1,68.51279449,-17.41758347,22.80684280,-15.85446358
1,43.66822815,-7.49087381,-19.07305145,-30.64501762
0,-29.52128983,-18.16198349,-14.81617546,24.61061668
0,33.55996704,-14.13990688,13.24288559,-0.78645271
0,34.35971451,-19.96002579,13.50750446,0.05488512
0,34.27341080,-21.01755333,13.61957932,-3.46481657
0,-375.35015869,-149.41342163,-31.84812355,9.65438366
0,-375.34939575,-149.41293335,-32.10323715,10.88107681
0,-375.34936523,-149.41293335,-31.61221313,10.35229683
0,-375.34893799,-149.41326904,-32.27848053,10.19197845
0,-375.34930420,-149.41358948,-33.00302505,10.05850506
0,-375.34954834,-149.41386414,-32.78598404,10.71283245
0,-375.35000610,-149.41406250,-32.55231857,9.52582645
